"971.0,""0.412, 0.473, 0.542, 0.433, 0.453, 0.505, 0.494, 0.427, 0.481, 0.427"",""0.488, 0.448, 0.463, 0.445, 0.46, 0.482, 0.474, 0.455, 0.458, 0.494"",""0.235, 0.8, 0.8, 0.378, 0.415, 0.8, 0.8, 0.326, 0.8, 0.267"",""[15.713], [14.08], [11.408], [12.758], [13.495], [17.507], [19.197], [16.714], [14.799], [13.297]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",5,"", "",34.083";;;;;;;;;
"998.0,""0.404, 0.532, 0.476, 0.436, 0.37, 0.488, 0.494, 0.463, 0.506, 0.389"",""0.487, 0.455, 0.451, 0.453, 0.452, 0.466, 0.474, 0.502, 0.483, 0.476"",""0.229, 0.8, 0.8, 0.359, 0.233, 0.8, 0.8, 0.329, 0.8, 0.244"",""[13.13], [14.307], [12.213], [13.907], [14.48], [19.198], [20.255], [16.578], [15.345], [10.974]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",5,"", "",39.064";;;;;;;;;
"1044.0,""0.389, 0.526, 0.494, 0.415, 0.358, 0.5, 0.492, 0.327, 0.498, 0.332"",""0.482, 0.452, 0.47, 0.46, 0.441, 0.478, 0.468, 0.453, 0.474, 0.49"",""0.219, 0.8, 0.8, 0.289, 0.228, 0.8, 0.8, 0.198, 0.8, 0.196"",""[12.534], [15.43], [14.553], [12.933], [10.199], [18.343], [16.664], [11.984], [15.557], [18.487]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0"","", "",5,"", "",41.036";;;;;;;;;
"1044.0,""0.389, 0.525, 0.494, 0.414, 0.358, 0.501, 0.493, 0.328, 0.499, 0.334"",""0.482, 0.451, 0.469, 0.459, 0.44, 0.478, 0.469, 0.454, 0.474, 0.492"",""0.22, 0.8, 0.8, 0.289, 0.229, 0.8, 0.8, 0.199, 0.8, 0.198"",""[12.562], [15.509], [14.498], [12.811], [10.353], [18.374], [16.838], [12.035], [15.624], [18.702]"",""-0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0"","", "",5,"", "",40.682";;;;;;;;;
"1043.5,""0.388, 0.525, 0.493, 0.416, 0.358, 0.504, 0.496, 0.33, 0.499, 0.334"",""0.482, 0.45, 0.469, 0.461, 0.439, 0.481, 0.472, 0.46, 0.473, 0.491"",""0.22, 0.8, 0.8, 0.29, 0.229, 0.8, 0.8, 0.198, 0.8, 0.198"",""[12.537], [15.41], [14.494], [12.88], [14.921], [18.301], [16.979], [12.319], [14.832], [18.787]"",""-0.0, -0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, -0.0, 0.0"","", "",5,"", "",40.327";;;;;;;;;
"1004.0,""0.45, 0.543, 0.487, 0.419, 0.42, 0.488, 0.493, 0.442, 0.504, 0.451"",""0.491, 0.463, 0.462, 0.439, 0.453, 0.466, 0.474, 0.474, 0.481, 0.485"",""0.303, 0.8, 0.8, 0.34, 0.32, 0.8, 0.8, 0.327, 0.8, 0.331"",""[13.482], [14.465], [12.802], [12.827], [11.476], [18.315], [20.448], [16.186], [15.635], [15.183]"",""-0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0"","", "",5,"", "",41.172";;;;;;;;;
"1041.5,""0.396, 0.527, 0.483, 0.415, 0.358, 0.52, 0.488, 0.335, 0.51, 0.408"",""0.488, 0.454, 0.457, 0.449, 0.455, 0.498, 0.468, 0.455, 0.488, 0.494"",""0.222, 0.8, 0.8, 0.305, 0.223, 0.8, 0.8, 0.2, 0.8, 0.247"",""[13.417], [14.508], [14.067], [12.751], [16.586], [19.064], [19.998], [19.438], [18.623], [15.507]"",""-0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0"","", "",5,"", "",36.84";;;;;;;;;
"1014.5,""0.392, 0.503, 0.482, 0.435, 0.501, 0.486, 0.483, 0.42, 0.57, 0.455"",""0.48, 0.479, 0.458, 0.476, 0.461, 0.459, 0.463, 0.46, 0.46, 0.491"",""0.224, 0.8, 0.8, 0.305, 0.8, 0.8, 0.8, 0.287, 0.8, 0.327"",""[15.723], [13.144], [14.936], [13.902], [15.875], [14.824], [18.692], [18.152], [11.807], [15.918]"",""-0.0, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"","", "",5,"", "",45.164";;;;;;;;;
"1008.0,""0.404, 0.477, 0.547, 0.424, 0.442, 0.52, 0.482, 0.438, 0.498, 0.419"",""0.488, 0.454, 0.461, 0.45, 0.468, 0.498, 0.459, 0.468, 0.475, 0.495"",""0.228, 0.8, 0.8, 0.328, 0.341, 0.8, 0.8, 0.325, 0.8, 0.258"",""[16.604], [14.333], [11.632], [12.804], [15.019], [18.965], [17.334], [16.817], [18.242], [15.907]"",""-0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 0.0"","", "",5,"", "",35.644";;;;;;;;;
"1033.5,""0.403, 0.476, 0.503, 0.489, 0.48, 0.508, 0.486, 0.442, 0.5, 0.433"",""0.481, 0.453, 0.482, 0.445, 0.452, 0.486, 0.463, 0.474, 0.475, 0.479"",""0.23, 0.8, 0.8, 0.561, 0.529, 0.8, 0.8, 0.334, 0.8, 0.287"",""[17.154], [14.927], [15.728], [11.942], [14.187], [18.336], [19.464], [15.724], [15.693], [15.964]"",""-0.0, -0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 0.0"","", "",5,"", "",33.344";;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
309;327;322;325;304;310;313;320;326;318
